high_freq,low_freq,predict,label
0.034899708,0.758677483,0.793577191,0.81
0.041421954,0.761430264,0.802852217,0.82
0.067178432,0.767694354,0.834872786,0.81
0.07218794,0.769637167,0.841825107,0.78
0.076469273,0.76766175,0.844131023,0.75
0.100041229,0.76624769,0.866288918,0.67
0.082922602,0.757311285,0.840233887,0.67
0.07513219,0.740795135,0.815927326,0.67
0.106688789,0.733969986,0.840658775,0.69
0.107611194,0.72610116,0.833712354,0.68
0.004948699,0.756647229,0.761595929,0.66
-0.000339307,0.743475616,0.743136309,0.65
0.004663945,0.729624033,0.734287978,0.68
-0.009919811,0.707150578,0.697230768,0.69
-0.044007557,0.69855082,0.654543263,0.65
-0.077523935,0.683813274,0.606289339,0.65
-0.160393584,0.679954827,0.519561243,0.66
-0.162554105,0.677220404,0.5146663,0.66
-0.16399923,0.678569615,0.514570385,0.66
-0.144754644,0.674197912,0.529443268,0.68
-0.014507996,0.677747309,0.663239314,0.65
-0.025824088,0.681325555,0.655501467,0.66
-0.02763794,0.680809677,0.653171737,0.67
0.009894355,0.677336395,0.68723075,0.67
0.026623543,0.679142594,0.705766137,0.69
-0.007566021,0.688001752,0.680435731,0.66
-0.002751958,0.685647249,0.682895291,0.65
0.011026943,0.681583405,0.692610347,0.63
0.013774885,0.676342487,0.690117372,0.64
0.015525433,0.686730385,0.702255817,0.61
0.019545478,0.652309716,0.671855194,0.58
-0.014701903,0.652086318,0.637384414,0.6
-0.008660574,0.643744111,0.635083537,0.61
-0.002229197,0.640302002,0.638072805,0.59
-0.005380518,0.636483729,0.631103211,0.59
0.0119045,0.624657094,0.636561594,0.59
-0.02035511,0.616409481,0.596054371,0.58
-0.032140312,0.608907163,0.576766852,0.58
-0.05343207,0.605349541,0.551917471,0.58
-0.04421845,0.596274018,0.552055568,0.59
-0.006778925,0.605239034,0.598460108,0.58
-0.026451019,0.603860378,0.577409359,0.59
0.00297116,0.603817642,0.606788802,0.59
0.021245162,0.605021,0.626266162,0.6
0.008255457,0.603099704,0.611355161,0.59
0.013958422,0.604355693,0.618314114,0.61
0.01833913,0.609435678,0.627774808,0.61
0.011445436,0.611507475,0.622952911,0.62
0.013340887,0.618742645,0.632083531,0.62
0.014089031,0.622387469,0.6364765,0.61
0.05180988,0.614374578,0.666184458,0.63
0.045577685,0.61765343,0.663231114,0.61
0.058759811,0.618235528,0.67699534,0.6
0.061373353,0.616002023,0.677375376,0.63
0.073435402,0.6204772,0.693912601,0.59
0.064963052,0.61775732,0.682720373,0.59
0.085973397,0.614464998,0.700438395,0.58
0.086483529,0.611865222,0.698348751,0.59
0.096510541,0.610580921,0.707091462,0.6
0.096071527,0.609080791,0.705152318,0.57
-0.01665249,0.621957362,0.605304872,0.57
-0.001433093,0.613383353,0.61195026,0.57
-0.025684685,0.607745469,0.582060784,0.61
-0.039327014,0.611733496,0.572406482,0.65
-0.012357047,0.624646902,0.612289855,0.63
-0.054794036,0.636027753,0.581233717,0.61
-0.056657235,0.636180282,0.579523047,0.61
-0.067965895,0.633597553,0.565631658,0.62
-0.05873927,0.634946108,0.576206837,0.62
-0.048996614,0.637121439,0.588124825,0.65
-0.001530793,0.644722462,0.643191669,0.63
0.0027439,0.647503436,0.650247336,0.62
0.006365762,0.643096387,0.649462149,0.61
0.049359123,0.640939832,0.690298954,0.6
0.091748312,0.632614553,0.724362865,0.58
0.073557658,0.627053201,0.70061086,0.59
0.054811492,0.625424683,0.680236175,0.6
0.055534143,0.62421602,0.679750163,0.6
0.06574994,0.626862049,0.69261199,0.6
0.065483214,0.626438439,0.691921652,0.6
0.025967634,0.567775488,0.593743122,0.62
0.001977121,0.565043509,0.56702063,0.63
-0.011602969,0.57032156,0.558718591,0.62
-0.024743247,0.574047923,0.549304677,0.67
-0.037441248,0.588868141,0.551426893,0.65
-0.059711685,0.594099522,0.534387837,0.63
-0.051572359,0.597111583,0.545539224,0.62
-0.043041071,0.590309978,0.547268906,0.63
-0.044135622,0.589105487,0.544969864,0.63
-0.044873814,0.588836074,0.54396226,0.62
-0.030753646,0.685065925,0.654312279,0.63
-0.010969187,0.68382287,0.672853683,0.64
-0.001018614,0.684610724,0.68359211,0.63
-0.010912369,0.684713483,0.673801114,0.65
0.039339107,0.685016692,0.724355799,0.66
0.019725372,0.693163157,0.712888529,0.65
0.000235983,0.695467174,0.695703157,0.66
-0.009139501,0.701280296,0.692140795,0.67
0.001588478,0.706229746,0.707818224,0.68
0.002409476,0.71417141,0.716580886,0.68
0.019485003,0.674213648,0.693698651,0.68
0.030676259,0.677813888,0.708490147,0.67
0.041719679,0.680263281,0.72198296,0.68
0.032619604,0.680203855,0.712823459,0.66
0.053380377,0.679523051,0.732903428,0.67
0.064006339,0.679596424,0.743602763,0.66
0.054501832,0.679114819,0.733616651,0.67
0.064871199,0.686174035,0.751045234,0.68
0.07511878,0.683636248,0.758755028,0.68
0.085248919,0.685069978,0.770318897,0.7
0.01691651,0.643345773,0.660262283,0.69
0.015848132,0.645857453,0.661705585,0.67
0.004960689,0.644792736,0.649753424,0.67
0.014250499,0.641500354,0.655750853,0.67
-0.00628808,0.641047537,0.634759457,0.71
0.00333931,0.648151934,0.651491244,0.7
-0.006872974,0.653597236,0.646724262,0.7
0.003069427,0.658309162,0.661378589,0.7
0.013160871,0.659853339,0.67301421,0.72
0.013395715,0.665489733,0.678885448,0.7
0.019289749,0.604087949,0.623377697,0.7
0.008412172,0.608214796,0.616626968,0.7
-0.0123641,0.59999162,0.587627519,0.69
-0.013040175,0.595849514,0.582809339,0.66
-0.013615214,0.599990249,0.586375035,0.68
0.025911623,0.594284415,0.620196038,0.69
0.015541175,0.594486773,0.610027948,0.69
0.015274281,0.596950889,0.61222517,0.7
0.01511178,0.595912695,0.611024475,0.7
0.035054512,0.595681965,0.630736477,0.66
-0.001773485,0.654509485,0.652736,0.67
-0.001473708,0.645233095,0.643759387,0.66
-0.000798079,0.644484639,0.643686561,0.65
-0.009913642,0.639135957,0.629222315,0.64
-0.038987442,0.636679828,0.597692386,0.65
-0.018157472,0.635693371,0.617535899,0.66
-0.007445523,0.635307491,0.627861968,0.66
-0.006844335,0.631037056,0.624192722,0.65
0.003653354,0.625314236,0.628967589,0.65
0.004054802,0.62090832,0.624963122,0.68
-0.003891059,0.495833784,0.491942726,0.69
0.009803943,0.498869926,0.508673868,0.7
0.002977397,0.508873224,0.511850621,0.68
-0.004353326,0.510504603,0.506151277,0.67
-0.012170858,0.51170963,0.499538773,0.69
-0.000457829,0.510747612,0.510289783,0.69
0.010803131,0.517105818,0.527908949,0.68
0.01162939,0.51698339,0.52861278,0.68
0.002038319,0.518077075,0.520115394,0.69
0.002047286,0.519022048,0.521069334,0.69
0.016733789,0.648489773,0.665223562,0.7
0.025712191,0.653320789,0.67903298,0.72
0.034686796,0.660208166,0.694894962,0.7
0.013724706,0.657934248,0.671658954,0.72
0.002890572,0.666334867,0.66922544,0.7
0.022231636,0.666465461,0.688697097,0.71
0.021757871,0.669015527,0.690773397,0.69
0.011454304,0.666173756,0.67762806,0.7
0.011301634,0.667254031,0.678555664,0.7
0.021280558,0.665853381,0.687133939,0.69
-0.008094373,0.659154892,0.651060519,0.71
-0.000501026,0.660188079,0.659687053,0.7
0.017401689,0.657192409,0.674594098,0.68
-0.004373389,0.655810177,0.651436789,0.68
0.014182648,0.648971856,0.663154504,0.67
-0.006937018,0.645085156,0.638148138,0.68
0.002256864,0.642974138,0.645231003,0.67
-0.018246452,0.638114035,0.619867583,0.67
-0.008457717,0.643737793,0.635280076,0.64
-0.008387678,0.633306801,0.624919123,0.64
-0.0064333,0.72721684,0.72078354,0.62
0.015660726,0.715036392,0.730697119,0.6
0.00746546,0.705653071,0.713118531,0.6
-0.011023447,0.698751569,0.687728122,0.6
-0.009793729,0.691611886,0.681818157,0.6
-0.018833125,0.685393333,0.666560209,0.58
-0.00812937,0.674275994,0.666146625,0.57
-0.017670201,0.665953577,0.648283376,0.56
-0.017443355,0.652457654,0.635014299,0.56
-0.047436569,0.644969404,0.597532835,0.56
-0.01318768,0.607252836,0.594065156,0.56
-0.029148174,0.602679253,0.573531079,0.55
-0.045451568,0.599281549,0.553829982,0.56
-0.042152583,0.596811354,0.554658771,0.56
-0.039298563,0.592840672,0.553542109,0.57
