,high_freq,low_freq
0,0.029357218113548078,0.6665493845939636
1,0.00755445098980656,0.6709885001182556
2,-0.003800611746815563,0.6709988713264465
3,-0.01471761983138975,0.6727679967880249
4,-0.025206222998987893,0.6713560223579407
5,-0.04527607098468189,0.6723398566246033
6,-0.03493681352354361,0.6704850196838379
7,-0.024198100350644958,0.671920657157898
8,-0.023067929396748066,0.6740444898605347
9,-0.021561162391994126,0.6761937141418457
10,-0.019744893328688784,0.6812987923622131
11,0.002300312784246139,0.6835377812385559
12,0.01449389093788711,0.6824275851249695
13,0.00675527612331106,0.6789310574531555
14,0.05900390333159544,0.6781624555587769
15,0.041159207553816635,0.6850777864456177
16,0.023154774936547384,0.6902832984924316
17,0.014980796248341921,0.6948390007019043
18,0.026641613413248888,0.6957170963287354
19,0.028141568355318003,0.7010213732719421
20,0.01948500299859779,0.701125979423523
21,0.030676259267137906,0.7020139098167419
22,0.04171967908498775,0.7008915543556213
23,0.032619604376196265,0.6996921896934509
24,0.05338037706481269,0.6962728500366211
25,0.06400633907488651,0.6919267773628235
26,0.05450183233046646,0.6914185285568237
27,0.06487119875560199,0.6933115720748901
28,0.07511878027434249,0.6955143213272095
29,0.08524891881073704,0.6946381330490112
30,0.010339332074291052,0.687088131904602
31,0.00816866434216279,0.6750379204750061
32,-0.0035554931872282536,0.6754785180091858
33,0.005205081509357723,0.6691243648529053
34,-0.01551966253622239,0.6669989228248596
35,-0.00577589216052643,0.6665568351745605
36,-0.015790142803009166,0.6664238572120667
37,-0.005831973806005419,0.6603890061378479
38,0.003829055488150712,0.6525130271911621
39,0.002923385737124473,0.6463321447372437
40,0.021255628423486606,0.656443178653717
41,0.00892707832942674,0.6636696457862854
42,-0.013886798937962075,0.6758849024772644
43,-0.017010537771585676,0.6781235337257385
44,-0.020264204155370003,0.6778413653373718
45,0.016550009562680934,0.6789699792861938
46,0.0036343794435440557,0.6836367249488831
47,0.001191181548195419,0.6839303970336914
48,-0.0005773080623882043,0.6837199926376343
49,0.01846963329422424,0.6831469535827637
50,-0.0017734852137156754,0.6765164732933044
51,-0.001473707796502688,0.6851423978805542
52,-0.0007980786644300464,0.6963432431221008
53,-0.009913642027791658,0.6849743127822876
54,-0.03898744209688154,0.7021093964576721
55,-0.01815747234371079,0.7037156224250793
56,-0.007445523287156641,0.7071359753608704
57,-0.0068443347078137595,0.7017378211021423
58,0.0036533536137237643,0.7008494138717651
59,0.00405480189686136,0.6966656446456909
60,-0.007239016972557577,0.7431581616401672
61,0.005794689544497911,0.7468951344490051
62,-0.001745976201570354,0.7445828318595886
63,-0.009900288821684589,0.743613064289093
64,-0.01870752292676492,0.7375398278236389
65,-0.00821244818059752,0.7332071661949158
66,0.0015434496166844003,0.7315812706947327
67,0.0006142459125209054,0.7302685976028442
68,-0.010920719770537879,0.7277609705924988
69,-0.012982107909941809,0.719621479511261
70,0.014509421016858814,0.7140889763832092
71,0.021633206532413296,0.7007409334182739
72,0.02846715267892075,0.691491425037384
73,0.005082389201976012,0.6845324039459229
74,-0.008455519133947043,0.6769209504127502
75,0.007925072568775726,0.6708786487579346
76,0.004324259241141659,0.6590284705162048
77,-0.00915075167750945,0.650836706161499
78,-0.012404313366812914,0.6354674100875854
79,-0.005391189041393241,0.6275109052658081
80,-0.008094372771212832,0.6210206151008606
81,-0.0005010261853249931,0.6166547536849976
82,0.017401689087218064,0.6137385964393616
83,-0.004373388582637028,0.6113542914390564
84,0.01418264806394276,0.6072152256965637
85,-0.00693701816266834,0.6059361696243286
86,0.0022568644357897627,0.6050115823745728
87,-0.018246452442421845,0.6056033968925476
88,-0.008457717099043971,0.6120098829269409
89,-0.00838767783581551,0.6107003688812256
90,-0.008959574994049091,0.5627613067626953
91,0.015018868166644994,0.5620695352554321
92,0.009661925359860657,0.560777485370636
93,-0.005075513080184502,0.5621835589408875
94,0.0007610338478212242,0.5665537118911743
95,-0.002874055188035629,0.571925699710846
96,0.013973598480331084,0.5745748281478882
97,0.011256803530030224,0.5799800157546997
98,0.018917076942362332,0.5800724029541016
99,-0.0031256812199507156,0.5821799635887146
100,0.005043417373912673,0.588789701461792
101,-0.00666073894522623,0.6036973595619202
102,-0.018323261846545758,0.6179522275924683
103,-0.010029262999224242,0.6239227056503296
104,-0.0018638540724406072,0.6221269965171814
105,0.006087853264627241,0.6218690276145935
106,-0.006258299337927209,0.624332845211029
107,-0.008978647505170412,0.6278672814369202
108,-0.012131114370644402,0.6329658627510071
109,-0.005761415722406404,0.6297172904014587
110,9.620352358030715e-05,0.6318538784980774
111,0.005410010824062783,0.6314138174057007
112,0.0001482736357870662,0.6316894888877869
113,0.0142792594154999,0.6306806206703186
114,0.017771235619946868,0.6360807418823242
115,0.030597560262818235,0.6406685709953308
116,0.032751953585574256,0.6477051377296448
117,0.034237643011556185,0.6488521695137024
118,0.04507552246385249,0.6507307291030884
119,0.03529090249048705,0.6533651351928711
