,yhat,yhat_lower,yhat_upper,y
0,0.8571245806199908,0.5551081261309945,1.194882798425669,0.84
1,0.8584804156403634,0.5697372583142766,1.222692565208769,0.84
2,0.8601875570122113,0.5859867168437622,1.2058433752132665,0.85
3,0.8614691280518478,0.5669423350893981,1.2092419425158174,0.83
4,0.8629644323677599,0.5660093876785159,1.1676483202357972,0.81
5,0.8757581614366419,0.5826694390501956,1.2109043798133419,0.75
6,0.8781102022256446,0.5860649310703334,1.2166325365491462,0.7
7,0.8805812386217486,0.5971620916132081,1.2268957928821194,0.7
8,0.8823643960760819,0.5920158447731083,1.202786198904647,0.71
9,0.8842296981841993,0.5897756105812779,1.21953467223019,0.72
10,0.9036910815482384,0.6347104707187166,1.241730115745678,0.72
11,0.9057730137291153,0.6601268541010168,1.2530661087725745,0.68
12,0.9078785833604304,0.6372182056175166,1.2454043406753295,0.69
13,0.9088397393477416,0.6133610270447409,1.214653363085057,0.71
14,0.910114803316667,0.6296636056157101,1.2454833526740865,0.72
15,0.9118767081979784,0.645167729892522,1.2078885674819149,0.71
16,0.9131257137432278,0.6585567180463827,1.2325972514067582,0.71
17,0.9143971946619933,0.6424275345153563,1.2463395046069894,0.72
18,0.913884747604149,0.6266228315916051,1.2441993919865624,0.71
19,0.9143292866669219,0.6399930429655663,1.2329384710302937,0.71
20,0.9168566527792881,0.64951113699111,1.2389578459159338,0.71
21,0.9173811923016968,0.6364939310124094,1.236399199276673,0.68
22,0.9180359998739926,0.6517434062972869,1.2439517203259998,0.69
23,0.9165399205127651,0.6389126503358398,1.2487542320687934,0.7
24,0.9164331018777254,0.6289919193241131,1.224461137017426,0.7
25,0.9067603214296813,0.6360995849910502,1.252428548276776,0.71
26,0.90682419579948,0.6442414878004501,1.205680895406704,0.68
27,0.9070680840606273,0.640696744660525,1.280301128126942,0.65
28,0.9064416075810522,0.6397710831700525,1.23300109905815,0.64
29,0.9059261885491106,0.604346168586178,1.2190860708221392,0.65
30,0.9087175600884687,0.6316759309542126,1.2207460811092479,0.63
31,0.9083120327804739,0.622514244572363,1.2365211815921553,0.62
32,0.908053441207699,0.6349101415769043,1.198794963527706,0.62
33,0.9054168398536726,0.6214802364135867,1.2231992466582837,0.64
34,0.9043676367066822,0.6377651781087574,1.2064789933260016,0.62
35,0.8949015582928082,0.6201263871575666,1.1925424607236836,0.62
